date,origin,destination,mode,passengers,festival,weekend
2025-09-28,Uluberia,Howrah,Bus,6330,0,1
2025-09-28,Howrah,Kolkata,Rail,12575,0,1
2025-09-28,Howrah,Kolkata,Bus,3999,0,1
2025-09-29,Kharagpur,Midnapore,Rail,11091,0,0
2025-09-29,Kharagpur,Midnapore,Bus,9312,0,0
2025-09-29,Midnapore,Uluberia,Rail,15151,0,0
2025-09-29,Midnapore,Uluberia,Bus,6306,0,0
2025-09-29,Uluberia,Howrah,Rail,13375,0,0
2025-09-29,Uluberia,Howrah,Bus,8299,0,0
2025-09-29,Howrah,Kolkata,Rail,17309,0,0
2025-09-29,Howrah,Kolkata,Bus,7373,0,0
2025-09-30,Kharagpur,Midnapore,Rail,11923,0,0
2025-09-30,Kharagpur,Midnapore,Bus,7083,0,0
2025-09-30,Midnapore,Uluberia,Rail,12875,0,0
2025-09-30,Midnapore,Uluberia,Bus,6659,0,0
2025-09-30,Uluberia,Howrah,Rail,12508,0,0
2025-09-30,Uluberia,Howrah,Bus,6635,0,0
2025-09-30,Howrah,Kolkata,Rail,14515,0,0
2025-09-30,Howrah,Kolkata,Bus,5656,0,0
2025-10-01,Kharagpur,Midnapore,Rail,13012,0,0
2025-10-01,Kharagpur,Midnapore,Bus,8846,0,0
2025-10-01,Midnapore,Uluberia,Rail,13994,0,0
2025-10-01,Midnapore,Uluberia,Bus,7654,0,0
2025-10-01,Uluberia,Howrah,Rail,13050,0,0
2025-10-01,Uluberia,Howrah,Bus,7173,0,0
2025-10-01,Howrah,Kolkata,Rail,16142,0,0
2025-10-01,Howrah,Kolkata,Bus,6920,0,0
2025-10-02,Kharagpur,Midnapore,Rail,20480,1,0
2025-10-02,Kharagpur,Midnapore,Bus,14071,1,0
2025-10-02,Midnapore,Uluberia,Rail,24097,1,0
2025-10-02,Midnapore,Uluberia,Bus,9759,1,0
2025-10-02,Uluberia,Howrah,Rail,24484,1,0
2025-10-02,Uluberia,Howrah,Bus,17699,1,0
2025-10-02,Howrah,Kolkata,Rail,25112,1,0
2025-10-02,Howrah,Kolkata,Bus,12490,1,0
2025-10-03,Kharagpur,Midnapore,Rail,11610,0,0
2025-10-03,Kharagpur,Midnapore,Bus,7532,0,0
2025-10-03,Midnapore,Uluberia,Rail,13585,0,0
2025-10-03,Midnapore,Uluberia,Bus,5826,0,0
2025-10-03,Uluberia,Howrah,Rail,13032,0,0
2025-10-03,Uluberia,Howrah,Bus,7202,0,0
2025-10-03,Howrah,Kolkata,Rail,15203,0,0
2025-10-03,Howrah,Kolkata,Bus,6461,0,0
2025-10-04,Kharagpur,Midnapore,Rail,10078,0,1
2025-10-04,Kharagpur,Midnapore,Bus,6059,0,1
2025-10-04,Midnapore,Uluberia,Rail,11557,0,1
2025-10-04,Midnapore,Uluberia,Bus,6026,0,1
2025-10-04,Uluberia,Howrah,Rail,11327,0,1
2025-10-04,Uluberia,Howrah,Bus,6002,0,1
2025-10-04,Howrah,Kolkata,Rail,12813,0,1
2025-10-04,Howrah,Kolkata,Bus,6023,0,1
2025-10-05,Kharagpur,Midnapore,Rail,19797,1,1
2025-10-05,Kharagpur,Midnapore,Bus,15339,1,1
2025-10-05,Midnapore,Uluberia,Rail,24365,1,1
2025-10-05,Midnapore,Uluberia,Bus,12501,1,1
2025-10-05,Uluberia,Howrah,Rail,22507,1,1
2025-10-05,Uluberia,Howrah,Bus,11281,1,1
2025-10-05,Howrah,Kolkata,Rail,24803,1,1
2025-10-05,Howrah,Kolkata,Bus,11768,1,1
2025-10-06,Kharagpur,Midnapore,Rail,12156,0,0
2025-10-06,Kharagpur,Midnapore,Bus,7132,0,0
2025-10-06,Midnapore,Uluberia,Rail,14447,0,0
2025-10-06,Midnapore,Uluberia,Bus,5204,0,0
2025-10-06,Uluberia,Howrah,Rail,12957,0,0
2025-10-06,Uluberia,Howrah,Bus,6837,0,0
2025-10-06,Howrah,Kolkata,Rail,14511,0,0
2025-10-06,Howrah,Kolkata,Bus,6537,0,0
2025-10-07,Kharagpur,Midnapore,Rail,11484,0,0
2025-10-07,Kharagpur,Midnapore,Bus,7631,0,0
2025-10-07,Midnapore,Uluberia,Rail,14704,0,0
2025-10-07,Midnapore,Uluberia,Bus,6050,0,0
2025-10-07,Uluberia,Howrah,Rail,13543,0,0
2025-10-07,Uluberia,Howrah,Bus,6915,0,0
2025-10-07,Howrah,Kolkata,Rail,15397,0,0
2025-10-07,Howrah,Kolkata,Bus,7624,0,0
2025-10-08,Kharagpur,Midnapore,Rail,10517,0,0
2025-10-08,Kharagpur,Midnapore,Bus,7235,0,0
2025-10-08,Midnapore,Uluberia,Rail,14404,0,0
2025-10-08,Midnapore,Uluberia,Bus,6342,0,0
2025-10-08,Uluberia,Howrah,Rail,13241,0,0
2025-10-08,Uluberia,Howrah,Bus,7420,0,0
2025-10-08,Howrah,Kolkata,Rail,15065,0,0
2025-10-08,Howrah,Kolkata,Bus,6379,0,0
2025-10-09,Kharagpur,Midnapore,Rail,12701,0,0
2025-10-09,Kharagpur,Midnapore,Bus,8244,0,0
2025-10-09,Midnapore,Uluberia,Rail,14236,0,0
2025-10-09,Midnapore,Uluberia,Bus,6179,0,0
2025-10-09,Uluberia,Howrah,Rail,12683,0,0
2025-10-09,Uluberia,Howrah,Bus,7585,0,0
2025-10-09,Howrah,Kolkata,Rail,15296,0,0
2025-10-09,Howrah,Kolkata,Bus,6172,0,0
2025-10-10,Kharagpur,Midnapore,Rail,12174,0,0
2025-10-10,Kharagpur,Midnapore,Bus,9992,0,0
2025-10-10,Midnapore,Uluberia,Rail,14610,0,0
2025-10-10,Midnapore,Uluberia,Bus,6246,0,0
2025-10-10,Uluberia,Howrah,Rail,13781,0,0
2025-10-10,Uluberia,Howrah,Bus,7608,0,0
2025-10-10,Howrah,Kolkata,Rail,13471,0,0
2025-10-10,Howrah,Kolkata,Bus,5714,0,0
2025-10-11,Kharagpur,Midnapore,Rail,9246,0,1
2025-10-11,Kharagpur,Midnapore,Bus,6513,0,1
2025-10-11,Midnapore,Uluberia,Rail,11911,0,1
2025-10-11,Midnapore,Uluberia,Bus,6636,0,1
2025-10-11,Uluberia,Howrah,Rail,11231,0,1
2025-10-11,Uluberia,Howrah,Bus,6621,0,1
2025-10-11,Howrah,Kolkata,Rail,13279,0,1
2025-10-11,Howrah,Kolkata,Bus,4059,0,1
2025-10-12,Kharagpur,Midnapore,Rail,10320,0,1
2025-10-12,Kharagpur,Midnapore,Bus,7429,0,1
2025-10-12,Midnapore,Uluberia,Rail,11020,0,1
2025-10-12,Midnapore,Uluberia,Bus,6283,0,1
2025-10-12,Uluberia,Howrah,Rail,11237,0,1
2025-10-12,Uluberia,Howrah,Bus,6461,0,1
2025-10-12,Howrah,Kolkata,Rail,13153,0,1
2025-10-12,Howrah,Kolkata,Bus,7030,0,1
2025-10-13,Kharagpur,Midnapore,Rail,12109,0,0
2025-10-13,Kharagpur,Midnapore,Bus,8238,0,0
2025-10-13,Midnapore,Uluberia,Rail,13678,0,0
2025-10-13,Midnapore,Uluberia,Bus,5837,0,0
2025-10-13,Uluberia,Howrah,Rail,13540,0,0
2025-10-13,Uluberia,Howrah,Bus,7178,0,0
2025-10-13,Howrah,Kolkata,Rail,15054,0,0
2025-10-13,Howrah,Kolkata,Bus,6127,0,0
2025-10-14,Kharagpur,Midnapore,Rail,12287,0,0
2025-10-14,Kharagpur,Midnapore,Bus,8320,0,0
2025-10-14,Midnapore,Uluberia,Rail,14726,0,0
2025-10-14,Midnapore,Uluberia,Bus,6102,0,0
2025-10-14,Uluberia,Howrah,Rail,12825,0,0
2025-10-14,Uluberia,Howrah,Bus,7060,0,0
2025-10-14,Howrah,Kolkata,Rail,14667,0,0
2025-10-14,Howrah,Kolkata,Bus,6794,0,0
2025-10-15,Kharagpur,Midnapore,Rail,12454,0,0
2025-10-15,Kharagpur,Midnapore,Bus,7115,0,0
2025-10-15,Midnapore,Uluberia,Rail,14609,0,0
2025-10-15,Midnapore,Uluberia,Bus,7557,0,0
2025-10-15,Uluberia,Howrah,Rail,13269,0,0
2025-10-15,Uluberia,Howrah,Bus,9802,0,0
2025-10-15,Howrah,Kolkata,Rail,14420,0,0
2025-10-15,Howrah,Kolkata,Bus,5529,0,0
2025-10-16,Kharagpur,Midnapore,Rail,10933,0,0
2025-10-16,Kharagpur,Midnapore,Bus,9436,0,0
2025-10-16,Midnapore,Uluberia,Rail,14458,0,0
2025-10-16,Midnapore,Uluberia,Bus,6457,0,0
2025-10-16,Uluberia,Howrah,Rail,13182,0,0
2025-10-16,Uluberia,Howrah,Bus,6920,0,0
2025-10-16,Howrah,Kolkata,Rail,16834,0,0
2025-10-16,Howrah,Kolkata,Bus,6601,0,0
2025-10-17,Kharagpur,Midnapore,Rail,12066,0,0
2025-10-17,Kharagpur,Midnapore,Bus,8697,0,0
2025-10-17,Midnapore,Uluberia,Rail,14337,0,0
2025-10-17,Midnapore,Uluberia,Bus,6675,0,0
2025-10-17,Uluberia,Howrah,Rail,12486,0,0
2025-10-17,Uluberia,Howrah,Bus,8453,0,0
2025-10-17,Howrah,Kolkata,Rail,16412,0,0
2025-10-17,Howrah,Kolkata,Bus,7549,0,0
2025-10-18,Kharagpur,Midnapore,Rail,11013,0,1
2025-10-18,Kharagpur,Midnapore,Bus,6383,0,1
2025-10-18,Midnapore,Uluberia,Rail,11311,0,1
2025-10-18,Midnapore,Uluberia,Bus,5442,0,1
2025-10-18,Uluberia,Howrah,Rail,11081,0,1
2025-10-18,Uluberia,Howrah,Bus,7693,0,1
2025-10-18,Howrah,Kolkata,Rail,11671,0,1
2025-10-18,Howrah,Kolkata,Bus,6539,0,1
2025-10-19,Kharagpur,Midnapore,Rail,10119,0,1
2025-10-19,Kharagpur,Midnapore,Bus,6452,0,1
2025-10-19,Midnapore,Uluberia,Rail,11298,0,1
2025-10-19,Midnapore,Uluberia,Bus,4428,0,1
2025-10-19,Uluberia,Howrah,Rail,11505,0,1
2025-10-19,Uluberia,Howrah,Bus,6860,0,1
2025-10-19,Howrah,Kolkata,Rail,11928,0,1
2025-10-19,Howrah,Kolkata,Bus,4666,0,1
2025-10-20,Kharagpur,Midnapore,Rail,21237,1,0
2025-10-20,Kharagpur,Midnapore,Bus,17284,1,0
2025-10-20,Midnapore,Uluberia,Rail,24873,1,0
2025-10-20,Midnapore,Uluberia,Bus,9590,1,0
2025-10-20,Uluberia,Howrah,Rail,23112,1,0
2025-10-20,Uluberia,Howrah,Bus,13929,1,0
2025-10-20,Howrah,Kolkata,Rail,23359,1,0
2025-10-20,Howrah,Kolkata,Bus,11624,1,0
2025-10-21,Kharagpur,Midnapore,Rail,11861,0,0
2025-10-21,Kharagpur,Midnapore,Bus,8668,0,0
2025-10-21,Midnapore,Uluberia,Rail,15294,0,0
2025-10-21,Midnapore,Uluberia,Bus,7379,0,0
2025-10-21,Uluberia,Howrah,Rail,12825,0,0
2025-10-21,Uluberia,Howrah,Bus,6938,0,0
2025-10-21,Howrah,Kolkata,Rail,16930,0,0
2025-10-21,Howrah,Kolkata,Bus,6546,0,0
2025-10-22,Kharagpur,Midnapore,Rail,12008,0,0
2025-10-22,Kharagpur,Midnapore,Bus,7977,0,0
2025-10-22,Midnapore,Uluberia,Rail,14139,0,0
2025-10-22,Midnapore,Uluberia,Bus,6387,0,0
2025-10-22,Uluberia,Howrah,Rail,12627,0,0
2025-10-22,Uluberia,Howrah,Bus,7475,0,0
2025-10-22,Howrah,Kolkata,Rail,14975,0,0
2025-10-22,Howrah,Kolkata,Bus,6076,0,0
2025-10-23,Kharagpur,Midnapore,Rail,11572,0,0
2025-10-23,Kharagpur,Midnapore,Bus,8102,0,0
2025-10-23,Midnapore,Uluberia,Rail,13822,0,0
2025-10-23,Midnapore,Uluberia,Bus,7673,0,0
2025-10-23,Uluberia,Howrah,Rail,11277,0,0
2025-10-23,Uluberia,Howrah,Bus,9048,0,0
2025-10-23,Howrah,Kolkata,Rail,15935,0,0
2025-10-23,Howrah,Kolkata,Bus,4883,0,0
2025-10-24,Kharagpur,Midnapore,Rail,11794,0,0
2025-10-24,Kharagpur,Midnapore,Bus,7643,0,0
2025-10-24,Midnapore,Uluberia,Rail,13015,0,0
2025-10-24,Midnapore,Uluberia,Bus,5893,0,0
2025-10-24,Uluberia,Howrah,Rail,12278,0,0
2025-10-24,Uluberia,Howrah,Bus,9682,0,0
2025-10-24,Howrah,Kolkata,Rail,15702,0,0
2025-10-24,Howrah,Kolkata,Bus,7492,0,0
2025-10-25,Kharagpur,Midnapore,Rail,10568,0,1
2025-10-25,Kharagpur,Midnapore,Bus,5879,0,1
2025-10-25,Midnapore,Uluberia,Rail,11588,0,1
2025-10-25,Midnapore,Uluberia,Bus,5849,0,1
2025-10-25,Uluberia,Howrah,Rail,10375,0,1
2025-10-25,Uluberia,Howrah,Bus,7382,0,1
2025-10-25,Howrah,Kolkata,Rail,12597,0,1
2025-10-25,Howrah,Kolkata,Bus,5276,0,1
2025-10-26,Kharagpur,Midnapore,Rail,10563,0,1
2025-10-26,Kharagpur,Midnapore,Bus,7163,0,1
2025-10-26,Midnapore,Uluberia,Rail,11685,0,1
2025-10-26,Midnapore,Uluberia,Bus,6294,0,1
2025-10-26,Uluberia,Howrah,Rail,10453,0,1
2025-10-26,Uluberia,Howrah,Bus,7303,0,1
2025-10-26,Howrah,Kolkata,Rail,13128,0,1
2025-10-26,Howrah,Kolkata,Bus,5320,0,1
2025-10-27,Kharagpur,Midnapore,Rail,12196,0,0
2025-10-27,Kharagpur,Midnapore,Bus,6799,0,0
2025-10-27,Midnapore,Uluberia,Rail,14647,0,0
2025-10-27,Midnapore,Uluberia,Bus,6356,0,0
2025-10-27,Uluberia,Howrah,Rail,12660,0,0
2025-10-27,Uluberia,Howrah,Bus,9007,0,0
2025-10-27,Howrah,Kolkata,Rail,14472,0,0
2025-10-27,Howrah,Kolkata,Bus,5401,0,0
2025-10-28,Kharagpur,Midnapore,Rail,11066,0,0
2025-10-28,Kharagpur,Midnapore,Bus,8582,0,0
2025-10-28,Midnapore,Uluberia,Rail,13104,0,0
2025-10-28,Midnapore,Uluberia,Bus,7869,0,0
2025-10-28,Uluberia,Howrah,Rail,11647,0,0
2025-10-28,Uluberia,Howrah,Bus,9629,0,0
2025-10-28,Howrah,Kolkata,Rail,15158,0,0
2025-10-28,Howrah,Kolkata,Bus,6425,0,0
2025-10-29,Kharagpur,Midnapore,Rail,11673,0,0
2025-10-29,Kharagpur,Midnapore,Bus,8383,0,0
2025-10-29,Midnapore,Uluberia,Rail,13974,0,0
2025-10-29,Midnapore,Uluberia,Bus,7361,0,0
2025-10-29,Uluberia,Howrah,Rail,13074,0,0
2025-10-29,Uluberia,Howrah,Bus,8144,0,0
2025-10-29,Howrah,Kolkata,Rail,14727,0,0
2025-10-29,Howrah,Kolkata,Bus,6456,0,0
